,blob_hash,blob_bytes,blob_path,mime,language_guesslang,language_linguist,repo_name,basename,path_reversed,type
1649,00637477fd2ed4633e20f7a8df39067bbf0e8da5,835,/ssd/swh-datasets/blobs-C,text/x-c++,C++,C++,obs-studio,window-basic-adv-audio.hpp,UI,hpp
1650,0063a1133768e7baf9ed395e86684184497c7178,1389,/ssd/swh-datasets/blobs-C,text/plain,INI,Fennel,Tasmota,platformio.ini,IRrecvDumpV2/examples/IRremoteESP8266/IRremoteESP8266/lib_basic/lib,ini
1651,0063aa9df84bd3363315598e34f7af23e5ba57f5,1281,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,cpu_number.h,machine/osfmk,h
1652,0063b293e41f2ce038ac3a964955fb7f77202736,10747,/ssd/swh-datasets/blobs-C,application/json,Ruby,OASv3-json,qmk_firmware,info.json,potato65/buildakb/keyboards,json
1653,0063b3abcfbd66b1e4669b88a637385e789a353c,2841,/ssd/swh-datasets/blobs-C,text/x-c++,TypeScript,JavaScript,Mailspring,package-migration-manager.es6,browser/src,es6
1654,0063be206b08723248de1cde169fa64272c98925,3836,/ssd/swh-datasets/blobs-C,text/x-diff,Assembly,Python,openwrt,1080-local-config-wlan-config-changes.patch.patch,patches-2.6.24/s3c24xx/linux/target,patch
1655,0063c8c65aef711b6b6d2dd4e988cd4d6fc66f33,3706,/ssd/swh-datasets/blobs-C,text/x-c,C,C,skynet,service_snlua.c,service-src,c
1656,0063ee2bcf01f98585ff8e3a7c1468f6a3f28b18,53281,/ssd/swh-datasets/blobs-C,text/x-c,C,C,nginx,ngx_http_request.c,http/src,c
1657,0063fa0798745cd203acf35bb3775f13aa132499,1347,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,openwrt,521-ipkg_upgrade_env.patch,patches/busybox/package,patch
1658,0064066803631d85711b7ef5c7dbf2f8c5e5802d,5152,/ssd/swh-datasets/blobs-C,text/x-diff,Lua,DataWeave,openwrt,308-board_leds_naming.patch,patches-3.10/brcm63xx/linux/target,patch
1659,006407a449c0c9cbf8fb74d18eb77008ad1247ea,30734,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,curl,INSTALL,docs,
1660,0064172732493e654fd6298979d4b0734f9467c1,8646,/ssd/swh-datasets/blobs-C,text/x-c,Objective-C,X BitMap,qmk_firmware,freebirdtkl.h,freebirdtkl/keebsforall/keyboards,h
1661,006428352704cb95a3183cbc4fa6331e355023df,27604,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lvgl,lv_txt.c,lv_misc,c
1662,006431b02cdf4aa2d2a669819ba82967f208e55c,12676,/ssd/swh-datasets/blobs-C,text/x-c,C,C,libui,draw.c,unix,c
1663,0064394c5ae7f6d69e7a57855e6b2ffc88cf9310,2442,/ssd/swh-datasets/blobs-C,text/x-c,C,C,goaccess,output.h,src,h
1664,0064439a2628546704db1e27d8311c093b1e3a26,14527,/ssd/swh-datasets/blobs-C,text/plain,SQL,SQL,timescaledb,transparent_decompression_query.sql,include/sql/test/tsl,sql
1665,00644a000eb9da2329fc75eea526fd3c47af3b69,7943,/ssd/swh-datasets/blobs-C,text/x-c,C,C,nginx,ngx_http_upstream_least_conn_module.c,modules/http/src,c
1666,006453342961f04523220b9675338ef066de1615,1848,/ssd/swh-datasets/blobs-C,text/plain,CSS,CSS,Mailspring,threads.less,styles/ui-taiga/internal_packages,less
1667,00646160e3a3451e30137bf91ea85cdca4b2e9f8,16569,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lvgl,lv_ta.c,lv_objx,c
1668,006464e5a8e92b5c2a7c1f3fe49940a020f61a09,20026,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,qmk_firmware,quantum.c,quantum,c
1669,006469e68e92857fbbec83bc2f55e875be90236d,1383,/ssd/swh-datasets/blobs-C,text/x-diff,Markdown,Markdown,openwrt,0080-gpio-poweroff-Allow-it-to-work-on-Raspberry-Pi.patch,patches-4.4/brcm2708/linux/target,patch
1670,00647ed988bfecb6d223c0adde082ccf84fa706f,193825,/ssd/swh-datasets/blobs-C,text/x-c,C,C,raylib,core.c,src,c
1671,0064afc63321832a3b3d9773fb3dcc702fc70d16,28824,/ssd/swh-datasets/blobs-C,text/x-python,Dart,Python,lvgl,style_api_gen.py,scripts,py
1672,0064c6ca6f45a5b35a8b191f4456df37d81b75f0,1525,/ssd/swh-datasets/blobs-C,text/x-c,C,C++,darwin-xnu,cc_runtime_config.h,corecrypto/EXTERNAL_HEADERS,h
1673,0064da01fe2784f3f50575ffffe4e202678df24f,5283,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,dc60/alf/keyboards,h
1674,0064f5981dce739874feaf40eb58f81074647123,3875,/ssd/swh-datasets/blobs-C,text/plain,SQL,Perl,timescaledb,compression.sql,sql/test/tsl,sql
1675,0064f622b76bc4bda2b8eb41a23afa92d78fdf27,1161,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,dlaroe/keymaps/planck/keyboards,mk
1676,006501709dcce960d0da7621b98f57ac95c5b024,13933,/ssd/swh-datasets/blobs-C,text/x-c,C,C,netdata,registry.c,src,c
1677,006509bbebc9d881345e467c7f6a302985d733be,1995,/ssd/swh-datasets/blobs-C,text/plain,CoffeeScript,CoffeeScript,Mailspring,syncback-category-task-spec.coffee,tasks/spec,coffee
1678,006512ae457b40c81bcb72fa71d3ace6235292e6,3271,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,extract_right_soft_fail.c,tests,c
1679,0065166457840de0d69f92d073a1ab556d72dbe1,2224,/ssd/swh-datasets/blobs-C,text/x-python,Python,Python,bcc,test_tracepoint.py,python/tests,py
1680,00651d27b9dd3d25545986c5c81886bd54f44e23,7840,/ssd/swh-datasets/blobs-C,text/x-objective-c,Objective-C,Objective-C++,libui,autolayout.m,darwin,m
1681,006527262ba85df882222373a405b27f3165f55b,13440,/ssd/swh-datasets/blobs-C,text/x-c,C,C,rufus,stdio.c,src,c
1682,00652accb537dff6a75848d769c9e9150ee2991b,8513,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,default,config/rdc-2.6/linux/target,
1683,00653f7e4cb91143e4d9e2c31c9856f9b9ed3c95,392,/ssd/swh-datasets/blobs-C,text/html,HTML,EJS,lede,terminal.htm,view/luasrc/luci-app-ttyd/lean/package,htm
1684,0065412aa80314dbc73eb1af0a99143134b36653,5606,/ssd/swh-datasets/blobs-C,text/x-c,C,C,obs-studio,dc-capture.c,win-capture/plugins,c
1685,006541504a14fc5bde9342020dd3f4523bc735a7,743,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,dz60rgb/dztech/keyboards,mk
1686,006543d86da9821444e6923d5fd4719e2d74892d,10074,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,MissileLauncher.c,MissileLauncher/Projects/lufa/lib,c
1687,0065464821c4ae4ee402551479a4b9aac27f07db,477,/ssd/swh-datasets/blobs-C,text/x-c,C,C,nginx,nginx.h,core/src,h
1688,00656ced4a20ef5b338a36b3635d9eb860933a9d,11244,/ssd/swh-datasets/blobs-C,text/x-java,TypeScript,JavaScript,Mailspring,account-store.ts,stores/flux/src/app,ts
1689,0065859c84b483607ce721806a16475a1b193b50,4405,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Shell,HandBrake,module.defs,ffmpeg/contrib,defs
1690,00658fa1422cef9901007d425af532346d231117,199780,/ssd/swh-datasets/blobs-C,text/x-c,C,C,raylib,rlgl.h,src,h
1691,006595f723483bc4cd4b931d1f16abf1060565e4,62,/ssd/swh-datasets/blobs-C,text/plain,INI,Adblock Filter List,lede,custom_list.conf,files/shadowsocksR-libev-full/lean/package,conf
1692,0065a9bb4b7d37d0a024b2a6cb4f05f8cf7ffc31,10303,/ssd/swh-datasets/blobs-C,text/x-c,C,C++,qmk_firmware,Mouse.c,Mouse/LowLevel/Device/Demos/lufa/lib,c
1693,0065be986b07caa6c6e4ab75659818009530567e,136,/ssd/swh-datasets/blobs-C,text/plain,INI,INI,qmk_firmware,rules.mk,oleg/keymaps/videowriter/handwired/keyboards,mk
1694,0065bee85013eed648308fb947b2b6059887b45c,2016,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,Makefile,procd/system/package,
1695,0065bef6a7e428342f0b58c70ebb22839632e0b5,87759,/ssd/swh-datasets/blobs-C,text/plain,C#,C#,HandBrake,MainViewModel.cs,ViewModels/HandBrakeWPF/CS/win,cs
1696,0065cf1aad646948f8cf3584b24bf0256b692d3c,2074,/ssd/swh-datasets/blobs-C,image/png,PHP,LabVIEW,Mailspring,1f4e9.png,twitter/composer-emoji/images/static,png
1697,0065d7afcbdffdf79ccd293911d9020a145a25b6,75733,/ssd/swh-datasets/blobs-C,text/x-c,C,Unix Assembly,lvgl,lv_conf_internal.h,src,h
1698,0065ec46f72c5f01b49e12c1196572ba440587f5,8887,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,util.h,programs,h
1699,0065fbe02899ad71929f7693b15819f2825b10a5,641,/ssd/swh-datasets/blobs-C,application/json,JSON,Jupyter Notebook,Mailspring,eslint.json,config/build,json
1700,006644f411ee465f77d9a0956817c1b9e904e16e,44688,/ssd/swh-datasets/blobs-C,text/x-c,C,C,curl,url.c,lib,c
1701,00666007a2bdd23963a58caf9973dc5c281e821d,3914,/ssd/swh-datasets/blobs-C,text/x-c,C++,Objective-C++,qmk_firmware,keymap.c,key-check/keymaps/palette1202/keyboards,c
1702,00666f9dea32d4ff0f66110c935d2eb046d91646,4996,/ssd/swh-datasets/blobs-C,text/plain,Lua,Standard ML,lede,unblockmusic.lua,unblockmusic/cbi/model/luasrc/luci-app-unblockmusic/lean/package,lua
1703,00666fe5b5c20903fb71c30c91e67f142e4cc6f0,1079,/ssd/swh-datasets/blobs-C,text/plain,INI,Visual Basic 6.0,obs-studio,de-DE.ini,locale/data/obs-text/plugins,ini
1704,00668fca6c596e0b85edaeace99ba97e215f99f9,1362,/ssd/swh-datasets/blobs-C,text/x-c,C,C,lua-nginx-module,ngx_http_lua_hook.h,src,h
1705,00669843d8625586ef328ebf4d051c61e2810c89,1552,/ssd/swh-datasets/blobs-C,text/x-diff,Markdown,Perl,openwrt,041-v5.13-mtd-rawnand-brcmnand-fix-OOB-R-W-with-Hamming-ECC.patch,patches-5.10/bmips/linux/target,patch
1706,0066b822bf358f0463f724c916ca2784a3c10384,1002,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,heisenberg/handwired/keyboards,mk
1707,0066cfc1e9942ebad989f16528c286306fca21ac,936,/ssd/swh-datasets/blobs-C,text/x-diff,Makefile,Shell,lede,105-rockchip-rock-pi-4.patch,patches-5.10/rockchip/linux/target,patch
1708,0066d0189b7289a3eb43c918550eff7c9bb69bd0,16526,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,qmk_firmware,README.md,,md
1709,0066f56d2efe094f4855afbc0dc7a702608de47d,8206,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,lvgl,indev.md,porting/docs,md
1710,00670c0cf43d48f87a732d044fd3a6f105ad6bce,1082,/ssd/swh-datasets/blobs-C,text/plain,Ruby,RouterOS Script,qmk_firmware,rules.mk,rgb_effects/keymaps/card/clueboard/keyboards,mk
1711,00672d89258f388dbf74896100034ab34c3a6688,24265,/ssd/swh-datasets/blobs-C,application/csv,OCaml,C,lvgl,lv_style_gen.h,misc/src,h
1712,00673574f58f1fef5d90354ec3660adf227bffe2,26581,/ssd/swh-datasets/blobs-C,text/plain,Markdown,RUNOFF,curl,CHANGES,ares,
1713,006739f873be930b1ec5f53924bba9b4e1a2c8b8,472,/ssd/swh-datasets/blobs-C,text/x-c,C,C,ish,gen.h,emu,h
1714,0067494ae65521888aa1b6453540a87b75e71b6d,2518,/ssd/swh-datasets/blobs-C,text/x-c,C,Roff Manpage,curl,CURLOPT_DNS_SERVERS.3,opts/libcurl/docs,3
1715,006755e4182d0a79c0933e59bdcb4aafc173874b,4580,/ssd/swh-datasets/blobs-C,text/x-c,Perl,TSX,openwrt,ar7161_buffalo_wzr-hp-ag300h.dtsi,dts/ath79/linux/target,dtsi
1716,00676c2ecb421a536672bc78c3181e18dd2e9d7d,1021,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,infinity87/mechlovin/keyboards,mk
1717,0067744d3f6cf22284e3441594841e4c10763240,43729,/ssd/swh-datasets/blobs-C,text/x-c++,C,C,Tasmota,xdrv_23_zigbee_2_devices.ino,tasmota,ino
1718,00677fd1a27c7d04be7b2c6b088c2a90f5903694,2444,/ssd/swh-datasets/blobs-C,text/x-c,C,Roff Manpage,curl,CURLINFO_FTP_ENTRY_PATH.3,opts/libcurl/docs,3
1719,0067971b7137a2a61b1cb79144de3341653143f2,2274,/ssd/swh-datasets/blobs-C,text/x-c,C,C,curl,mprintf.h,curl/include,h
1720,0067ad4fe941998a544316f242e79ec2888651f3,734,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,meson/keyboards,mk
1721,0067b0ea4ac0f8dd9adfce576c8c6c79649a5f8e,2494,/ssd/swh-datasets/blobs-C,text/x-diff,Lua,Perl,lede,105-spi-img-spfi-RX-maximum-burst-size-for-DMA-is-8.patch,patches-4.14/pistachio/linux/target,patch
1722,0067b628fa20a9178efaa1ee5712409f8bc304b8,96368,/ssd/swh-datasets/blobs-C,text/x-c,C,JSON with Comments,Tasmota,tasmota_template.h,tasmota,h
1723,0067d9563b8ee11d98d1c874efa929ce99525b8b,128490,/ssd/swh-datasets/blobs-C,text/x-c,C,C,Tasmota,xdrv_04_light.ino,tasmota_xdrv_driver/tasmota,ino
1724,0067e30b89a0da7f6623891b2e622cf312f22d00,6173,/ssd/swh-datasets/blobs-C,text/x-c++,JavaScript,JavaScript,Mailspring,spec-runner.ts,spec-runner/spec/app,ts
1725,0067e64db1abf8a778a804610a4dcf820145674e,771,/ssd/swh-datasets/blobs-C,image/png,R,Coq,Mailspring,1f446-1f3fd.png,apple/composer-emoji/images/static/app,png
1726,0067ed668604ec0975c96221b6a77dcc21030e5f,449,/ssd/swh-datasets/blobs-C,text/x-c,C,C,timescaledb,plan_agg_bookend.h,src,h
1727,0067f25f0c36b9ff28e20d675b12527755392491,7875,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,netdata,README.md,charts.d.plugin/collectors,md
1728,006820c7136e88b226f2386ea79e8836cd391460,183043,/ssd/swh-datasets/blobs-C,text/x-c,C,C,openwrt,yaffs_guts.c,yaffs2/fs/files-2.6.25/generic-2.6/linux/target,c
1729,006831ff52fbc0eaff7c2b4ff2e68b95d1452112,13148,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,generic-tp-link.mk,image/ath79/linux/target,mk
1730,00683f972c79a66599e1cea02e070137a546bf8d,4109,/ssd/swh-datasets/blobs-C,text/plain,YAML,Edje Data Collection,Ventoy,moddep.lst,arm64-efi/grub/INSTALL,lst
1731,006843b925bda22b59c86c32a852dfe02acbe0e0,1226,/ssd/swh-datasets/blobs-C,text/x-diff,Markdown,Perl,lede,921-ath10k_init_devices_synchronously.patch,patches/mac80211/kernel/package,patch
1732,006844b3473d655b1dc9229f1b301f3616104276,1166,/ssd/swh-datasets/blobs-C,text/x-java,Java,Java,ijkplayer,FileExplorerEvents.java,eventbus/example/media/ijk/danmaku/tv/java/main/src/ijkplayer-example/ijkplayer/android,java
1733,0068517b0d4e5ea1b66c9bfc684c4ac91be99886,1933,/ssd/swh-datasets/blobs-C,text/x-c,C++,Perl,openwrt,ZBT-WG2626.dts,dts/ramips/linux/target,dts
1734,0068541186cdff075dc3b21b0f4e91d8ce4ddba3,10765,/ssd/swh-datasets/blobs-C,text/x-c,C,C++,qmk_firmware,fsl_pit_driver.c,src/pit/drivers/TARGET_KPSDK_CODE/TARGET_KPSDK_MCUS/TARGET_Freescale/hal/targets/mbed/libraries/mbed-sdk/mbed/tool/tmk_core,c
1735,00686aaf37d3c251a895b5af9e0de31f517aa5ae,1093,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,openwrt,401-mtd-nor-support-mtd-name-from-device-tree.patch,patches-4.14/pistachio/linux/target,patch
1736,0068a5a3281a7820f7df90e53e0c9997d89f33d6,10087,/ssd/swh-datasets/blobs-C,text/x-c,C,C,goaccess,commons.c,src,c
1737,0068af4c4378f8aed9869df860c2bbe24aadf027,8680,/ssd/swh-datasets/blobs-C,text/x-c,C,C,micropython,obj.c,py,c
1738,0068bea7dc7a301e36bbc3e8282493ec867b88e2,2430,/ssd/swh-datasets/blobs-C,text/plain,CoffeeScript,CSON,Mailspring,Gmail.cson,templates/keymaps,cson
1739,0068c12d130358a23ff84f59c63683c7f346c190,12131,/ssd/swh-datasets/blobs-C,text/plain,C,C,nuklear,nuklear_sdl_gl2.h,sdl_opengl2/demo,h
1740,0068ddd25cdf647c3abdc218f553013c64cb9524,1573,/ssd/swh-datasets/blobs-C,text/plain,C#,C#,HandBrake,AssemblyInfo.cs,Properties/C#/win,cs
1741,0068e1f689636c141e18fffe200c4b424837b953,14828,/ssd/swh-datasets/blobs-C,text/x-c,C,C,bcc,libbpf.c,cc/src,c
1742,0068f599107c235ff2b3b816fb6af020de0830b8,886,/ssd/swh-datasets/blobs-C,text/plain,XML,XML,curl,test905,data/tests,
1743,0068f65b60f0228693f9b61d199192bccced7262,5608,/ssd/swh-datasets/blobs-C,text/plain,JSON,OASv3-json,netdata,precache-manifest.33bf361ebbf593e93bfee5f2a1e5aa62.js,dashboard/gui/web,js
1744,00692454c34cb4af1c9d2e799ab464d3fa0d8997,128938,/ssd/swh-datasets/blobs-C,text/x-c,C,C,nginx,ngx_http_core_module.c,http/src,c
1745,0069338f0b718b5af40278cdbdf72e8f0fa540c7,12086,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,Makefile,iptables/package,
1746,006934466a5f903e67b869f3a6d27aeb60ccfce2,956,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,lede,Makefile,cmake/tools,
1747,00694581f04effcc3abbd5eb3781cff54bc45e7c,200,/ssd/swh-datasets/blobs-C,text/x-python,Python,Python,micropython,frozenset1.py,basics/tests,py
1748,00695feeb6a62397dd3ae4c918863c3732347c4e,1158309,/ssd/swh-datasets/blobs-C,application/zip,CSV,Mathematica,wrk,LuaJIT-2.1.zip,deps,zip
1749,006968829d53b19f11b1e37c2528551f96103e7e,39166,/ssd/swh-datasets/blobs-C,text/x-c,C,C++,libuv,test-fs.c,test,c
1750,0069716bf967d8929ec9004231ce01d566f922b9,20219,/ssd/swh-datasets/blobs-C,text/x-c,C,C,HandBrake,muxmp4.c,libhb,c
1751,006974b3d15f5f1e6ba984cf8b922159f5f83629,892,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,Makefile,wireless-regdb/firmware/package,
1752,006982671379d2449c93dc458b0add4555fb3576,1590,/ssd/swh-datasets/blobs-C,text/x-c,C,C,openwrt,ieee80211_cfg.c,mac80211/src/mac80211/package,c
1753,0069ac2d425a16e37d5e413adaf83b08d3b02152,144439,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,hfs_catalog.c,hfs/bsd,c
1754,0069bbc696efdcc77b11f11fa1c5752bca2ec0e6,1679,/ssd/swh-datasets/blobs-C,text/x-lisp,Lisp,Emacs Lisp,curl,curl-style.el,,el
1755,0069c2b8e65ff7e5a0ff62d162c403123d705ae4,69779,/ssd/swh-datasets/blobs-C,text/x-diff,C,C,lede,950-0332-bcm2835-unicam-Driver-for-CCP2-CSI2-camera-interface.patch,patches-4.14/brcm2708/linux/target,patch
1756,0069c9d683f1eee966de31922dac7415be199c4f,13359,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,ijkplayer,android_audiotrack.c,android/ijksdl/jni/ijkmediaplayer,c
1757,0069e2f38382a40316ecef7dcb11859ff5d5e013,75768,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,HandBrake,qsv_common.c,libhb,c
1758,0069f4c4d0aa5de68ecf91c3d748b587febd93dc,585,/ssd/swh-datasets/blobs-C,text/x-c,C,C,timescaledb,connection.h,remote/src/test/tsl,h
1759,0069fba60c8fcedc531458724e854c2faadbd156,992,/ssd/swh-datasets/blobs-C,text/plain,INI,RouterOS Script,qmk_firmware,rules.mk,loop/work_louder/keyboards,mk
1760,006a00d901c7f6a049d931981aacb2211feb265e,70704,/ssd/swh-datasets/blobs-C,text/x-c,C,C,micropython,runtime.c,py,c
1761,006a1b5aa48f7a5d9bb786b37a82b28b7960f050,1271,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,Makefile,kmod-sched-cake/kernel/package,
1762,006a20073b3e0e67fa6ffba9166763b445dc7232,12650,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Module Management System,HandBrake,module.rules,linux/pkg,rules
1763,006a276f78e645957d01f699c808568c9e91dbea,7367,/ssd/swh-datasets/blobs-C,text/x-c,C,C,skynet,service_dummy.c,service-src,c
1764,006a927f085fd3418d4707431c98b9f809199753,14456,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,bitstream.h,lib,h
1765,006a9aa996c4b82f5cf2f8bac186ac6b5924c2a2,2837,/ssd/swh-datasets/blobs-C,text/x-c,C,X BitMap,qmk_firmware,wrappers.h,draevin/users,h
1766,006a9d34c4c34373c28655c7ca3a568f1027d6b5,8665,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Ring,lede,config-4.19,mpc85xx/linux/target,19
1767,006aa38ced919ceff440d83edfc69243551e3c1b,9,/ssd/swh-datasets/blobs-C,text/plain,Shell,Shell,lede,shells,etc/files/base-files/package,
1768,006aba7c9c404bc2cdeeb7d384a5ea3dfc267168,46911,/ssd/swh-datasets/blobs-C,text/x-c,C,C,zstd,zdict.c,dictBuilder/lib,c
1769,006abcbc619ad482295aa4e290860223f5021f33,81307,/ssd/swh-datasets/blobs-C,text/x-c,C,C,timescaledb,create.c,continuous_aggs/src/tsl,c
1770,006ae8663dc5608fd05aa0a6db408bb829b2603a,13346,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,Mailspring,CHANGELOG.md,,md
1771,006b04d44c0608b9ed0cf2f60737a9ff0913960d,4197,/ssd/swh-datasets/blobs-C,text/x-c,C,C,darwin-xnu,ioctl.h,sys/bsd,h
1772,006b374db5c7b8e3fde413fae4bd4acf86b0b4a6,57616,/ssd/swh-datasets/blobs-C,text/x-c,C,C,HandBrake,common.c,libhb,c
1773,006b396adfa281ae81a4dae43dfcc46995721c9d,1835,/ssd/swh-datasets/blobs-C,text/x-c,C++,C,qmk_firmware,keymap.c,pulp/keymaps/albacore/paprikman/keyboards,c
1774,006b5c3626168ad5d50275d8263aec3701a9219b,1961,/ssd/swh-datasets/blobs-C,text/plain,Python,Xojo,obs-studio,pl-PL.ini,locale/data/win-capture/plugins,ini
1775,006b6e1abe5b0235cf22dad2a7772e8271b236e3,23876,/ssd/swh-datasets/blobs-C,text/html,XML,XML,HandBrake,OptionsView.xaml,Views/HandBrakeWPF/CS/win,xaml
1776,006b79c395eb297e2b309f358cecb2412de071bb,8328156,/ssd/swh-datasets/blobs-C,application/octet-stream,CSV,Odin,raylib,Avocado.glb,gltf/resources/models/examples,glb
1777,006bb974d82fa9e021fada1ac1332ae953f56085,2158,/ssd/swh-datasets/blobs-C,image/png,Batchfile,LabVIEW,Mailspring,Layer 12.png,gem.hyperesources/gem/inbox-zero/animations/static/app,png
1778,006bcb80d64f8c4f9bd07001f2eb41bab0051931,25530,/ssd/swh-datasets/blobs-C,text/x-c,C,C,micropython,moductypes.c,extmod,c
1779,006bce0ef21d6cf820be54533e217f12ea8c209d,9408,/ssd/swh-datasets/blobs-C,text/x-makefile,Makefile,Makefile,micropython,Makefile,unix,
1780,006be983c7770b2b757c6aefc45c33acc4f77d36,2273,/ssd/swh-datasets/blobs-C,text/plain,Markdown,Markdown,qmk_firmware,readme.md,default/keymaps/lime/keyboards,md
1781,006c3a5ddff6f81bb2e37ca689962baf989b1136,3940,/ssd/swh-datasets/blobs-C,text/html,C,C++,qmk_firmware,LEDs.h,UNO/AVR8/Board/Drivers/LUFA/LUFA-git/lufa/protocol/tmk_core,h
1782,006c49a583d1ba59187e549dd72386183bb8865a,2827,/ssd/swh-datasets/blobs-C,text/x-c,C,C,tmux,cmd-display-message.c,,c
1783,006c55020f8551877e69b2f5a9fdc8fbb4d34bc6,3003,/ssd/swh-datasets/blobs-C,text/x-c,C,C,qmk_firmware,config.h,vaneelaex/delikeeb/keyboards,h
1784,006c6714648f23a54635e6bf144be55cd3a1be9c,22791,/ssd/swh-datasets/blobs-C,text/x-po,CoffeeScript,q,goaccess,es.po,po,po
1785,006ca0a4d0cc23d3e84046fd96393e03c0b64cb7,7540,/ssd/swh-datasets/blobs-C,text/x-c,C,C,micropython,main.c,minimal/ports,c
1786,006cb69093ecd9532fcd73ca422894b6515d0e2f,6800,/ssd/swh-datasets/blobs-C,text/x-c,C,C,libuv,benchmark-pump.c,test,c
1787,006cb9235b25c7925b96755f9c0604c9a50e031c,5713,/ssd/swh-datasets/blobs-C,text/troff,Perl,Roff Manpage,the_silver_searcher,ag.1,doc,1
1788,006cc50c1303a2a3cd187aa501d2772b185a29ae,250,/ssd/swh-datasets/blobs-C,text/plain,Makefile,KakouneScript,openwrt,audiocodes.mk,profiles/xway/lantiq/linux/target,mk
1789,006cef4d5b4542dd44154582988c361bf24523eb,876,/ssd/swh-datasets/blobs-C,text/x-diff,Makefile,Makefile,openwrt,120-gpio_chrdev.patch,patches-3.3/ar7/linux/target,patch
1790,006d0777d49fa53d35c081b3ba628e26fb7140d8,2516,/ssd/swh-datasets/blobs-C,text/plain,Makefile,Makefile,openwrt,Makefile,wpa_supplicant/package,
1791,006d2209482726ccd74291ba22e4773da1eceef2,49456,/ssd/swh-datasets/blobs-C,text/x-c,C,C,curl,smtp.c,lib,c
1792,006d2604715ba02c9df892ba86bbd5b984ab5847,147669,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,rufus,configure,,
1793,006d279bec96d91218351deb927b16afb0cee8b8,26554,/ssd/swh-datasets/blobs-C,text/x-c,C,C,open-gpu-kernel-modules,displayid20.h,timing/modeset/common/src,h
1794,006d29b8cdcd841948e0a10056215d08e36a5a3f,40596,/ssd/swh-datasets/blobs-C,text/x-c,C,C,redis,t_set.c,src,c
1795,006d43666dc1158cb789f64fd2d72d850f46e171,2677,/ssd/swh-datasets/blobs-C,text/x-shellscript,Shell,Shell,ijkplayer,init-ios.sh,,sh
1796,006d6094d40cd4e43ee7017cd3bd43ad1c2eb6c0,4540,/ssd/swh-datasets/blobs-C,text/x-c,C,C,obs-studio,semaphore.h,w32-pthreads/deps,h
1797,006d86c097c302ce440568464b9768145edc4e3d,740,/ssd/swh-datasets/blobs-C,text/plain,Dockerfile,Shell,goaccess,Dockerfile,,
1798,006d87749a5805dccb000286b7481e95b2dbf8ae,2849,/ssd/swh-datasets/blobs-C,application/json,JSON,OASv3-json,qmk_firmware,info.json,hotswap/voice65/owlab/keyboards,json
1799,006d9352fcabd4aa095a157d7c4817305697faa7,1178,/ssd/swh-datasets/blobs-C,text/x-c++,C,C,Tasmota,NimBLEUtils.h,src/NimBLE-Arduino/libesp32_div/lib,h
1800,006d9dbed1270b6bb8677d15ec3bfd9ea1ca8a87,1269,/ssd/swh-datasets/blobs-C,text/plain,SQL,Public Key,HarmonyOS,server2-sha256.crt,data_files/tests/mbedtls-2.6.0/mbedtls/security/components/Huawei_LiteOS,crt
